Key,schinese
meleeWpnBatonT2LaserStunBatonDesc,发出“滋滋”声。\n\n可用维修工具修理。\n可分解为电击棒零件。
meleeWpnSpearT2LaserSpear,激光长矛
meleeWpnSpearT2LaserSpearDesc,长矛比其他近战武器具有更大的攻击范围。\n可用维修工具修理。\n可分解为长矛零件。
meleeWpnClubT3PlasmaClub,等离子棒
meleeWpnClubT3PlasmaClubDesc,等离子棍非常耐用且打击力强。\n\n可用维修工具修理。\n可分解为棍棒零件。
meleeWpnBladeT3PlasmaKnife,等离子匕首
meleeWpnBladeT3PlasmaKnifeDesc,非常适合收割植物和小树。\n可用维修工具修理。\n可分解为铁。
meleeWpnSledgeT3PlasmaSledgehammer,等离子大锤
meleeWpnSledgeT3PlasmaSledgehammerDesc,锤子是敲碎头颅的最佳武器之一。\n\n可用维修工具修理。\n可分解为铁。
meleeWpnBladeT3PlasmaSword,等离子剑
meleeWpnBladeT3PlasmaSwordDesc,非常适合收割植物和砍杀敌人。\n可用维修工具修理。\n可分解为刀刃零件。
meleeWpnBatonT3PlasmaBaton,等离子电击棒
meleeWpnBatonT3PlasmaBatonDesc,发出“滋滋”声。\n\n可用维修工具修理。\n可分解为电击棒零件。
meleeWpnSpearT3PlasmaSpear,等离子长矛
meleeWpnSpearT3PlasmaSpearDesc,长矛比其他近战武器具有更大的攻击范围。\n\n可用维修工具修理。\n可分解为铁。
meleeToolAxeT3PlasmaFireaxe,等离子消防斧
meleeToolAxeT3PlasmaFireaxeDesc,等离子消防斧非常适合砍伐木材。\n\n可用维修工具修理。\n可分解为工具零件。
meleeToolPickT3PlasmaPickaxe,等离子镐
meleeToolPickT3PlasmaPickaxeDesc,等离子镐非常适合挖掘石头和采集矿物。\n\n可用维修工具修理。\n可分解为工具零件。
meleeToolShovelT3PlasmaShovel,等离子铲
meleeToolShovelT3PlasmaShovelDesc,"等离子铲非常耐用，非常适合挖掘泥土、沙子、雪和矿石。\n\n可用维修工具修理。\n可分解为工具零件。"
meleeToolPickT3PlasmaMiningTool,等离子采矿枪
meleeToolPickT3PlasmaMiningToolDesc,等离子采矿枪是采矿和伐木的终极多功能工具。\n\n可用维修工具修理。\n可分解为电动工具零件。
meleeWpnBladeT0BoneKnifeDesc,这种原始的临时武器适合收割植物。\n普通攻击造成1次持续伤害，强力攻击至少造成2次。\n使用骨头修理。\n可分解为骨头。
meleeWpnBladeT1HuntingKnife,铁匕首
meleeWpnBladeT1HuntingKnifeDesc,非常适合收割植物和砍杀敌人。\n普通攻击造成1次持续伤害，强力攻击至少造成2次。\n可用维修工具修理。\n可分解为铁。
meleeWpnBladeT1CandyKnifeDesc,是时候进入节日氛围，开始刺击了！\n普通攻击造成1次持续伤害，强力攻击至少造成2次。\n\n可用维修工具修理。
meleeWpnBladeT3MacheteDesc,非常适合砍杀敌人和收割植物。\n普通攻击造成1次持续伤害，强力攻击至少造成2次。\n可用维修工具修理。\n可分解为刀刃零件。
meleeToolTorchDesc,这个火把可以用作光源或武器，有一定几率点燃敌人。使用次要动作放置。可能会吸引不必要的注意。
gunExplosivesT3RocketLauncherParts,发射器零件
meleeWpnBladeT3MacheteParts,刀刃零件
meleeWpnSpearT3SteelSpearParts,长矛零件
meleeWpnClubT3SteelClubParts,棍棒零件
meleeWpnSledgeT3SteelSledgehammerParts,锤子零件
meleeToolAllSteelParts,工具零件
vehicleMuscleCarPlaceable,肌肉车
vehicleMuscleCarChassis,肌肉车 底盘
vehiclePickupTruckPlaceable,皮卡
vehiclePickupTruckChassis,皮卡 底盘
vehicleLuxurySedanPlaceable,豪华轿车
vehicleLuxurySedanChassis,豪华轿车 底盘
vehicleHoverCarPlaceable,悬浮车
vehicleHoverCarChassis,悬浮车 底盘
armorNerdGlovesDesc,重装甲\n保护那些冰冷潮湿的手不受环境影响，成为知识型硬汉。使用机器人武器和电击棒时造成的伤害更高。\n\n全套奖励：工具和武器耐久度降低更慢。
foodShamChowderDesc,山威杂烩，味道绝佳，还能长胸毛！
resourceTestosteroneExtract,合成睾酮素
resourceTestosteroneExtractDesc,一种用于制造类固醇的人工化合物。
attuniversalperks,通用特权
attUniversalPerksName,通用特权
attUniversalPerksDesc,通用特权 包含广泛的各种技能。
attUniversalPerksRank1Desc,等级 1
attUniversalPerksRank2Desc,等级 2
attUniversalPerksRank3Desc,等级 3
attUniversalPerksRank4Desc,等级 4
attUniversalPerksRank5Desc,等级 5
attempath,读心者
attEmpathName,读心者
attEmpathDesc,读心者 广为人知是因为他们的智力和魅力。提高 读心者 可以增加使用受其影响的武器（如步枪和电击棒）时的头部伤害。
attEmpathRank1Desc,等级 1
attEmpathRank2Desc,等级 2
attEmpathRank3Desc,等级 3
attEmpathRank4Desc,等级 4
attEmpathRank5Desc,等级 5
attcybernetician,控制论
attCyberneticianName,控制论
attCyberneticianDesc,控制论 专注于重型武器和机器人的制造与维修。提高 控制论 可以增加使用受其影响的武器（如机枪和指虎）时的头部伤害。
attCyberneticianRank1Desc,等级 1
attCyberneticianRank2Desc,等级 2
attCyberneticianRank3Desc,等级 3
attCyberneticianRank4Desc,等级 4
attCyberneticianRank5Desc,等级 5
attcosmotech,宇宙科技
attCosmotechName,宇宙科技
attCosmotechDesc,宇宙科技 专注于车辆维修和材料回收。提高 宇宙科技 可以增加使用受其影响的武器（如棍棒和霰弹枪）时的头部伤害。
attCosmotechRank01Desc,等级 1
attCosmotechRank02Desc,等级 2
attCosmotechRank03Desc,等级 3
attCosmotechRank04Desc,等级 4
attCosmotechRank05Desc,等级 5
attexomedic,外科医生
attExomedicName,外科医生
attExomedicDesc,外科医生 专注于健身和治疗伤害。提高 外科医生 可以增加使用受其影响的武器（如刀刃和手枪）时的头部伤害。
attExomedicRank01Desc,等级 1
attExomedicRank02Desc,等级 2
attExomedicRank03Desc,等级 3
attExomedicRank04Desc,等级 4
attExomedicRank05Desc,等级 5
attastrominer,天文矿工
attAstrominerName,天文矿工
attAstrominerDesc,天文矿工 专注于采矿和资源提取。提高 天文矿工 可以增加使用受其影响的武器（如锤子和爆炸物）时的头部伤害。
attAstrominerRank01Desc,等级 1
attAstrominerRank02Desc,等级 2
attAstrominerRank03Desc,等级 3
attAstrominerRank04Desc,等级 4
attAstrominerRank05Desc,等级 5
attneonaut,霓虹科技
attNeonautName,霓虹科技
attNeonautDesc,霓虹科技 专注于多行星探索和新物种发现。提高 霓虹科技 可以增加使用受其影响的武器（如弓和长矛）时的头部伤害。
attNeonautRank01Desc,等级 1
attNeonautRank02Desc,等级 2
attNeonautRank03Desc,等级 3
attNeonautRank04Desc,等级 4
attNeonautRank05Desc,等级 5
reqUniversalPerksLevel01,通用特权 等级 1
reqUniversalPerksLevel02,通用特权 等级 2
reqUniversalPerksLevel03,通用特权 等级 3
reqUniversalPerksLevel04,通用特权 等级 4
reqUniversalPerksLevel05,通用特权 等级 5
reqEmpathLevel01,读心者 等级 1
reqEmpathLevel02,读心者 等级 2
reqEmpathLevel03,读心者 等级 3
reqEmpathLevel04,读心者 等级 4
reqEmpathLevel05,读心者 等级 5
reqCyberneticianLevel01,控制论 等级 1
reqCyberneticianLevel02,控制论 等级 2
reqCyberneticianLevel03,控制论 等级 3
reqCyberneticianLevel04,控制论 等级 4
reqCyberneticianLevel05,控制论 等级 5
reqCosmotechLevel01,宇宙科技 等级 1
reqCosmotechLevel02,宇宙科技 等级 2
reqCosmotechLevel03,宇宙科技 等级 3
reqCosmotechLevel04,宇宙科技 等级 4
reqCosmotechLevel05,宇宙科技 等级 5
reqExomedicLevel01,Exomedic 等级 1
reqExomedicLevel02,Exomedic 等级 2
reqExomedicLevel03,Exomedic 等级 3
reqExomedicLevel04,Exomedic 等级 4
reqExomedicLevel05,Exomedic 等级 5
reqAstrominerLevel01,外科医生 等级 1
reqAstrominerLevel02,外科医生 等级 2
reqAstrominerLevel03,外科医生 等级 3
reqAstrominerLevel04,外科医生 等级 4
reqAstrominerLevel05,外科医生 等级 5
reqNeonautLevel01,霓虹科技 等级 1
reqNeonautLevel02,霓虹科技 等级 2
reqNeonautLevel03,霓虹科技 等级 3
reqNeonautLevel04,霓虹科技 等级 4
reqNeonautLevel05,霓虹科技 等级 5
perkGreatHeistCompleteDesc,开锁总是成功。开锁速度提高 20%。
perkGreatHeistCompleteLongDesc,"开锁：即使还有法律存在，你也已经在打破它们！掌握开锁技巧，开锁速度提高 20%。开锁工具永远不会损坏。"
attEmpathRank1LongDesc,"使用步枪和电击棒时，头部伤害提高至 200%，并有 5% 的机会肢解敌人。"
attEmpathRank2LongDesc,"使用步枪和电击棒时，头部伤害提高至 210%，并有 10% 的机会肢解敌人。"
attEmpathRank3LongDesc,"使用步枪和电击棒时，头部伤害提高至 220%，并有 15% 的机会肢解敌人。"
attEmpathRank4LongDesc,"使用步枪和电击棒时，头部伤害提高至 230%，并有 20% 的机会肢解敌人。"
attEmpathRank5LongDesc,"使用步枪和电击棒时，头部伤害提高至 240%，并有 25% 的机会肢解敌人。"
attCyberneticianRank1LongDesc,"使用机枪和机器人炮塔时，头部伤害提高至 200%，并有 5% 的机会肢解敌人。"
attCyberneticianRank2LongDesc,"使用机枪和机器人炮塔时，头部伤害提高至 210%，并有 10% 的机会肢解敌人。"
attCyberneticianRank3LongDesc,"使用机枪和机器人炮塔时，头部伤害提高至 220%，并有 15% 的机会肢解敌人。"
attCyberneticianRank4LongDesc,"使用机枪和机器人炮塔时，头部伤害提高至 230%，并有 20% 的机会肢解敌人。"
attCyberneticianRank5LongDesc,"使用机枪和机器人炮塔时，头部伤害提高至 240%，并有 25% 的机会肢解敌人。"
attCosmotechRank01LongDesc,"使用棍棒和霰弹枪时，头部伤害提高至 200%，并有 5% 的机会肢解敌人。"
attCosmotechRank02LongDesc,"使用棍棒和霰弹枪时，头部伤害提高至 210%，并有 10% 的机会肢解敌人。"
attCosmotechRank03LongDesc,"使用棍棒和霰弹枪时，头部伤害提高至 220%，并有 15% 的机会肢解敌人。"
attCosmotechRank04LongDesc,"使用棍棒和霰弹枪时，头部伤害提高至 230%，并有 20% 的机会肢解敌人。"
attCosmotechRank05LongDesc,"使用棍棒和霰弹枪时，头部伤害提高至 240%，并有 25% 的机会肢解敌人。"
attExomedicRank01LongDesc,"使用刀刃和手枪时，头部伤害提高至 200%，并有 5% 的机会肢解敌人。"
attExomedicRank02LongDesc,"使用刀刃和手枪时，头部伤害提高至 210%，并有 10% 的机会肢解敌人。"
attExomedicRank03LongDesc,"使用刀刃和手枪时，头部伤害提高至 220%，并有 15% 的机会肢解敌人。"
attExomedicRank04LongDesc,"使用刀刃和手枪时，头部伤害提高至 230%，并有 20% 的机会肢解敌人。"
attExomedicRank05LongDesc,"使用刀刃和手枪时，头部伤害提高至 240%，并有 25% 的机会肢解敌人。"
attAstrominerRank01LongDesc,"使用锤子和爆炸物时，头部伤害提高至 200%，并有 5% 的机会肢解敌人。"
attAstrominerRank02LongDesc,"使用锤子和爆炸物时，头部伤害提高至 210%，并有 10% 的机会肢解敌人。"
attAstrominerRank03LongDesc,"使用锤子和爆炸物时，头部伤害提高至 220%，并有 15% 的机会肢解敌人。"
attAstrominerRank04LongDesc,"使用锤子和爆炸物时，头部伤害提高至 230%，并有 20% 的机会肢解敌人。"
attAstrominerRank05LongDesc,"使用锤子和爆炸物时，头部伤害提高至 240%，并有 25% 的机会肢解敌人。"
attNeonautRank01LongDesc,"使用弓和长矛时，头部伤害提高至 200%，并有 5% 的机会肢解敌人。"
attNeonautRank02LongDesc,"使用弓和长矛时，头部伤害提高至 210%，并有 10% 的机会肢解敌人。"
attNeonautRank03LongDesc,"使用弓和长矛时，头部伤害提高至 220%，并有 15% 的机会肢解敌人。"
attNeonautRank04LongDesc,"使用弓和长矛时，头部伤害提高至 230%，并有 20% 的机会肢解敌人。"
attNeonautRank05LongDesc,"使用弓和长矛时，头部伤害提高至 240%，并有 25% 的机会肢解敌人。"
perkFlurryOfBlowsDesc,专精于快速挥动近战武器，在激烈的连续攻击中击败对手。
perkFlurryOfBlowsRank1LongDesc,"你的手速得到了提升。所有近战攻击速度提高了 10%。"
perkFlurryOfBlowsRank2LongDesc,"你掌握了突然袭击。所有近战攻击速度提高了 17%。"
perkFlurryOfBlowsRank3LongDesc,你已经掌握了快速打击。所有攻击速度提高了 25%。每次击杀恢复 30 点耐力。
perkWasteTreasuresHoneyLongDesc,蜂蜜：它给你能量并提升你的耐力。我学到了一个在砍伐树木时有时可以获取蜂蜜的小技巧。
perkWasteTreasuresCompleteDesc,找到更多的护甲制作套件。
perkWasteTreasuresCompleteLongDesc,护甲制作套件：所有最好的护甲部件都是用护甲制作套件制作的。增加你在战利品中找到护甲制作套件的机会。
perkSpearHunter0Desc,"拥抱你的赛博本质，解锁神秘的激光狩猎领域，将古老的矛猎传统与未来科技相结合。"
perkSpearHunter3BleedDesc,长矛有 25% 的几率造成持续伤害。
perkSpearHunter3BleedLongDesc,持续伤害：长矛有 25% 的几率造成持续伤害。
perkDeepCutsName,致命之刃
perkDeepCutsDesc,专精于使用刀刃武器（如刀或砍刀，但不包括斧头）对敌人造成持续伤害。
perkDeepCutsRank1LongDesc,"你的刀刃可能有些钝，但你知道如何使用它。刀刃武器伤害增加 10%。对敌人造成最多 3 次持续伤害，强力攻击造成 2 次。每次攻击刷新持续伤害持续时间。受伤的敌人移动速度降低 10%。耐力消耗减少 8%，强力攻击减少 15%。在战利品中找到更多刀刃武器和零件。"
perkDeepCutsRank2LongDesc,你的朋友们说你真的是个刀手。刀刃武器伤害增加 20%。对敌人造成最多 4 次持续伤害，强力攻击造成 3 次。耐力消耗减少 15%，强力攻击减少 30%。在战利品中找到更多刀刃武器和零件。
perkDeepCutsRank3LongDesc,"你是一个量子动力奇迹，每一次精确的动作超越平凡，超越了普通程序的限制。刀刃武器伤害增加 30%。对敌人造成最多 5 次持续伤害，强力攻击造成 4 次。擦伤有 40% 的几率造成 1 次持续伤害。受伤的敌人移动速度降低 15%。耐力消耗减少 20%，强力攻击减少 40%。击杀恢复 10 点耐力。在战利品中找到更多刀刃武器和零件。"
perkDeepCutsRank4LongDesc,你在使用刀刃武器方面非常致命。刀刃武器伤害增加 40%。对敌人造成最多 6 次持续伤害，强力攻击造成 4 次。擦伤有 70% 的几率造成 1 次持续伤害。耐力消耗减少 25%，强力攻击减少 50%。击杀恢复 20 点耐力。在战利品中找到更多刀刃武器和零件。
perkDeepCutsRank5LongDesc,"你是一个赛博战士，精准地切割敌人，将他们变成字节大小的寿司。刀刃武器伤害增加 50%。对敌人造成最多 7 次持续伤害，强力攻击造成 5 次。所有擦伤造成 1 次持续伤害。受伤的敌人移动速度降低 20%。击杀恢复 30 点耐力。在战利品中找到更多刀刃武器和零件。"
perkTechJunkie5RepulsorLongDesc,电击排斥模块：为电击棒制作一个电击排斥模块，在充电攻击时将敌人击飞。
perkWasteTreasuresSinksLongDesc,水槽：敌人太多而子弹太少。这里有一个从水槽和管道中获取更多铅和黄铜的小技巧。
perkHealingFactorRank3Desc,改造人
perkHealingFactorRank3LongDesc,你是半机械人吗？每 15 秒通过自然恢复获得 1 点生命值。重伤恢复速度加快 60%。
perkRuleOneCardioDesc,训练你的身体对抗机器威胁的第一策略：逃跑。
perkElectrocutionerRank3LongDesc,你用电击棒变得危险了。所有电击棒伤害增加 30%。电击棒电击受害者的时间延长 60%。耐力消耗减少 20%，强力攻击减少 40%。击杀恢复 10 点耐力。在战利品中找到更多电击棒和零件。
perkPummelPeteRank5LongDesc,"神拳皮特 曾经只用一根棍棒对付 50 名敌人，并且他会为你感到自豪。棍棒伤害增加 50%，攻击对被眩晕的敌人造成 200% 更多伤害，强力攻击有 100% 的几率击倒敌人。击杀恢复 30 点耐力。短时间内连续三次攻击的最后一击造成 100% 额外伤害。在战利品中找到更多棍棒和零件。"
perkSkullCrusherRank1LongDesc,"你是个强悍的战士！有时候你可以击倒敌人。碎颅锤伤害增加 10%。强力攻击有 15% 的几率击倒敌人。耐力消耗减少 8%，强力攻击减少 15%。在战利品中找到更多碎颅锤和零件。"
craftingBladesDesc,阅读 [DECEA3]刀侠[-] 会提高制作刀刃的质量。\n提高 [DECEA3]致命之刃[-] 的战利品几率。
perkPistolPeteAPAmmoDesc,制作穿甲弹药。
perkPistolPeteAPAmmoLongDesc,穿甲弹药：穿甲弹对有装甲的目标造成显著更多的伤害。制作 9mm 穿甲弹和 纳米 穿甲能源电池。
perkPistolPeteCompleteDesc,近距离射击无视护甲。批量制作 9mm 弹药和 纳米 能源电池。
perkSniperAPAmmoDesc,制作穿甲弹药。
perkSniperAPAmmoLongDesc,穿甲弹药：学会制作 7.62mm 穿甲弹和重穿甲能源电池，对有装甲的敌人造成更多伤害。
perkSniperCompleteDesc,你可以制作伪装服。批量制作所有 7.62mm 弹药和重能源电池。
perkShotgunMessiahSlugsDesc,你可以制作散弹枪弹丸和穿甲散弹枪能源电池。
perkShotgunMessiahSlugsLongDesc,散弹枪弹丸和穿甲弹可以穿透多个目标。你可以制作散弹枪弹丸和穿甲散弹枪能源电池。
perkShotgunMessiahCompleteDesc,你可以一发打碎大多数木块。批量制作所有散弹枪弹药和散弹枪能源电池。
harvestToolsPlasma,等离子工具
handgunsPrimitive,原始手枪
handgunsBasic,基础手枪
handgunsLaser,激光手枪
handgunsPlasma,等离子手枪
explosivesT2-2,第 2 级：接触式手雷和 EMP 手雷
explosivesT2-3,第 2 级：轮毂盖地雷和 EMP 地雷
workstationsT6,第 6 级：爆破炉
workstationsT1-1,第 1 级：集水器和制造台
workstationsT7,第 7 级：自动采矿机
medicalT1-3,第 1 级：防辐射药片
medicalT2-2,第 2 级：识别药剂和草药抗生素
medicalT2-3,第 2 级：高级防辐射药片
vehiclesT4,第 4 级：4x4、皮卡、肌肉车和豪华轿车
vehiclesT5,第 5 级：旋翼机和悬浮车
useTVOn,{0} 开启电视
useTVOff,{0} 关闭电视
blockcommand_nothing,无
ttSearchContainerBeforePickup,你必须先搜索容器才能捡起它。
ttEmptyContainerBeforePickup,你必须先清空容器才能捡起它。
ttEnterWasteland,你已进入 [FF0000]废土[-]，你的被动 [4EE44E]辐射[-] 将随时间增加。
npcTraderRekt,商人 露娜
npcTraderLuna,商人 露娜
vehicleMuscleCar,肌肉车
vehiclePickupTruck,皮卡
vehicleLuxurySedan,豪华轿车
vehicleHoverCar,悬浮车
robotAndroidPrime,机器人 皮姆
robotAndroidBolt,机器人 伯特
robotAndroidAndromeda,机器人 仙女座
robotAndroidRex,机器人 雷克斯
robotAndroidChronos,机器人 克罗诺斯
robotAndroidAxl,机器人 A.X.L
robotAndroidClank,机器人 叮当
robotAndroidRalph,机器人 R.A.L.P.H
robotAndroidEva,机器人 伊娃
robotAndroidOrion,机器人 猎户座
robotAndroidPrimeOvercharged,机器人 皮姆 [FFEA00]过载[-]
robotAndroidBoltOvercharged,机器人 伯特[FFEA00]过载[-]
robotAndroidAndromedaOvercharged,机器人 仙女座 [FFEA00]过载[-]
robotAndroidRexOvercharged,机器人 雷克斯 [FFEA00]过载[-]
robotAndroidChronosOvercharged,机器人 克罗诺斯 [FFEA00]过载[-]
robotAndroidAxlOvercharged,机器人 A.X.L [FFEA00]过载[-]
robotAndroidClankOvercharged,机器人 叮当 [FFEA00]过载[-]
robotAndroidRalphOvercharged,机器人 R.A.L.P.H [FFEA00]过载[-]
robotAndroidEvaOvercharged,机器人 伊娃 [FFEA00]过载[-]
robotAndroidOrionOvercharged,机器人 猎户座 [FFEA00]过载[-]
robotAndroidPrimeShocker,机器人 皮姆 [33CCFF]电击[-]
robotAndroidBoltShocker,机器人 伯特[33CCFF]电击[-]
robotAndroidAndromedaShocker,机器人 仙女座 [33CCFF]电击[-]
robotAndroidRexShocker,机器人 雷克斯 [33CCFF]电击[-]
robotAndroidChronosShocker,机器人 克罗诺斯 [33CCFF]电击[-]
robotAndroidAxlShocker,机器人 A.X.L [33CCFF]电击[-]
robotAndroidClankShocker,机器人 叮当 [33CCFF]电击[-]
robotAndroidRalphShocker,机器人 R.A.L.P.H [33CCFF]电击[-]
robotAndroidEvaShocker,机器人 伊娃 [33CCFF]电击[-]
robotAndroidOrionShocker,机器人 猎户座 [33CCFF]电击[-]
robotAndroidPrimeInferno,机器人 皮姆 [FFA500]烈焰[-]
robotAndroidBoltInferno,机器人 伯特[FFA500]烈焰[-]
robotAndroidAndromedaInferno,机器人 仙女座 [FFA500]烈焰[-]
robotAndroidRexInferno,机器人 雷克斯 [FFA500]烈焰[-]
robotAndroidChronosInferno,机器人 克罗诺斯 [FFA500]烈焰[-]
robotAndroidAxlInferno,机器人 A.X.L [FFA500]烈焰[-]
robotAndroidClankInferno,机器人 叮当 [FFA500]烈焰[-]
robotAndroidRalphInferno,机器人 R.A.L.P.H [FFA500]烈焰[-]
robotAndroidEvaInferno,机器人 伊娃 [FFA500]烈焰[-]
robotAndroidOrionInferno,机器人 猎户座 [FFA500]烈焰[-]
robotAndroidPrimeRadiated,机器人 皮姆 [4EE44E]辐射[-]
robotAndroidBoltRadiated,机器人 伯特[4EE44E]辐射[-]
robotAndroidAndromedaRadiated,机器人 仙女座 [4EE44E]辐射[-]
robotAndroidRexRadiated,机器人 雷克斯 [4EE44E]辐射[-]
robotAndroidChronosRadiated,机器人 克罗诺斯 [4EE44E]辐射[-]
robotAndroidAxlRadiated,机器人 A.X.L [4EE44E]辐射[-]
robotAndroidClankRadiated,机器人 叮当 [4EE44E]辐射[-]
robotAndroidRalphRadiated,机器人 R.A.L.P.H [4EE44E]辐射[-]
robotAndroidEvaRadiated,机器人 伊娃 [4EE44E]辐射[-]
robotAndroidOrionRadiated,机器人 猎户座 [4EE44E]辐射[-]
robotCyborgNova,改造人 诺娃
robotCyborgSpark,改造人 史派克
robotCyborgTitan,改造人 泰坦 T-800
robotCyborgNovaOvercharged,改造人 诺娃 [FFEA00]过载[-]
robotCyborgSparkOvercharged,改造人 史派克 [FFEA00]过载[-]
robotCyborgTitanOvercharged,改造人 泰坦 T-800 [FFEA00]过载[-]
robotCyborgNovaShocker,改造人 诺娃 [33CCFF]电击[-]
robotCyborgSparkShocker,改造人 史派克 [33CCFF]电击[-]
robotCyborgTitanShocker,改造人 泰坦 T-800 [33CCFF]电击[-]
robotCyborgNovaInferno,改造人 诺娃 [FFA500]烈焰[-]
robotCyborgSparkInferno,改造人 史派克 [FFA500]烈焰[-]
robotCyborgTitanInferno,改造人 泰坦 T-800 [FFA500]烈焰[-]
robotCyborgNovaRadiated,改造人 诺娃 [4EE44E]辐射[-]
robotCyborgSparkRadiated,改造人 史派克 [4EE44E]辐射[-]
robotCyborgTitanRadiated,改造人 泰坦 T-800 [4EE44E]辐射[-]
robotDroneNano,纳米无人机
robotDronePoliceNano,纳米警用无人机
robotDroneRacing,竞速无人机
robotDronePolice,警用无人机
robotDroneSecurity,安保无人机
robotDroneMothership,母舰无人机
robotDog,机器狗
robotCombatDog,战斗狗
robotAdvancedCombatDog,高级战斗狗
robotSpiderBot,蜘蛛机器人
robotSpiderBotNano,纳米蜘蛛机器人
robotDroidSoldier,士兵机器人
robotDroidCombat,战斗机器人
robotDroidBomber,轰炸机器人
robotMechLightBiped,轻型双足机甲
robotMechHeavyBiped,重型双足机甲
robotMechMining,采矿机甲
robotMechQuadruped,四足机甲
trader_rekt,商人 露娜
trader_rekt2,商人 露娜
quest_BasicSurvival1,基本生存 1/1
modGunMeleeTheHunterSchematic,灭虫者改装图纸
modGunMeleeTheHunter,灭虫者改装
modGunMeleeTheHunterDesc,+25% 对机器人和机甲的伤害。
modMeleeClubBarbedWireDesc,"20% 的几率造成持续伤害，强力攻击时为 40%。\n可安装在棍棒上。"
modMeleeSerratedBladeDesc,普通攻击时有 10% 的几率造成持续伤害。
modMeleeStunBatonRepulsorDesc,将此改装件安装到电击棒中，在充能攻击时让敌人飞出去。
modMeleeErgonomicGripDesc,减少近战耐力消耗 10%。
modArmorCigarDesc,看起来更威猛，并从商人那里获得更好的交易。同时提升你的矿工技能！
goZombieBMMove,敌人血月速度
goZombieBMMoveDesc,设置敌人的移动模式。默认是在血月期间冲刺。
goZombieFeralMove,敌人狂暴速度
goZombieFeralMoveDesc,设置敌人的移动模式。默认是狂暴状态下冲刺。
goZombieFeralSense,敌人狂暴感知
goZombieFeralSenseDesc,增加敌人听到或看到你的能力。
goZombieMove,敌人白天速度
goZombieMoveDesc,设置敌人的移动模式。默认是在白天行走。
goZombieMoveNight,敌人夜间速度
goZombieMoveNightDesc,设置敌人的移动模式。默认是在夜间冲刺。
goEnemySpawnDesc,敌人生成开启：\n向世界添加敌人。\n\n敌人生成关闭：\n关闭所有敌人的生成。
goBloodMoonEnemyCountDesc,"这是每个玩家在血月期间可以同时存在的敌人数量。然而，在多人游戏中，MaxSpawnedZombies会覆盖这个数字。\n此外，请注意，游戏阶段设置了每个团队的最大敌人数量。低的游戏阶段值可能导致比BloodMoonEnemyCount设置更少的敌人数量。\n更改此设置会对性能产生巨大影响。请谨慎操作。"
goBedrollDeadZoneSizeDesc,床铺创建一个敌人不会重生的区域。任何与该区域接触的已清除的睡眠体积在清除后将不再重生。
goEnemyDifficultyDesc,控制敌人的侵略性。狂暴意味着敌人非常具有侵略性，并且可以在夜间通过墙壁感知到你。
goGameModeDesc,::生存多人模式::\n与其他玩家对抗或团结起来共同度过末日。使用提供的土地所有权块来保护你的基地免受其他玩家的侵袭。\n\n::生存单人模式::\n独自对抗成群的敌人，探索亚利桑那州纳维兹甘县，揭开真相。
goLootAbundanceDesc,容器中生成战利品的百分比。
goMaxSpawnedAnimals,最大机器人动物数量
goMaxSpawnedAnimalsDesc,一次可以生成多少只机器人动物。
goMaxSpawnedZombies,最大敌人数量
goMaxSpawnedZombiesDesc,此设置覆盖整个地图。整个地图上只能存在这么多敌人。\n更改此设置会对性能产生巨大影响。请谨慎操作。
gmZombieHorde,机器人军团
gmSurvivalMPDesc,::生存多人模式::\n与其他玩家对抗或团结起来共同度过末日，获取土地所有权以保护你的堡垒免受其他玩家的侵袭。新玩家开始时会有一个土地所有权块，额外的可以制作。
gmSurvivalSPDesc,::生存单人模式::\n独自对抗成群的敌人，探索亚利桑那州纳维兹甘县，揭开真相。
quest_clear_completion,真没想到。你真的在关键时刻完成了任务。感谢你消灭了所有敌人。这是你应得的报酬。
quest_clear_description,前往 [DECEA3]{poi.name}[-] 并清除所有敌人。这个地方对我们很有用。
quest_clear_response,清除敌人 ([DECEA3]{poi.distance} {poi.direction}[-])
quest_clear_statement,清除该区域内的所有敌人。
quest_fetch_clear_completion,真没想到。你真的在关键时刻完成了任务。感谢你消灭了那些敌人并取回了物资。这是你应得的报酬。
quest_fetch_clear_description,前往 [DECEA3]{poi.name}[-]。消灭所有敌人并取回货物。
quest_fetch_clear_statement,带回货物并消灭那些敌人。
quest_infestation_statement,清除该区域内的感染敌人。
quest_restore_power_description,"前往 [DECEA3]{poi.name}[-] 并重新启动发电机。在此期间清除所有你发现的敌人。"
quest_tier1_clear_offer,证明你有足够的能力成为白河跑者的成员。我们需要你清除 [DECEA3]{poi.name}[-] 的敌人。
quest_tier2_clear_offer,"你准备好迎接更多挑战了吗？这次会稍微难一些，但我相信你能搞定。去消灭 [DECEA3]{poi.name}[-] 的所有敌人。"
quest_tier2_fetch_clear_offer,我们的一名跑者不得不在 [DECEA3]{poi.name}[-] 存放他们的货物。去消灭敌人并取回货物。
quest_tier1_restore_power_offer,我们找到了一个适合新建前哨站的建筑。前往 [DECEA3]{poi.name}[-] 并重置发电机。清除你发现的所有敌人。
quest_tier2_restore_power_offer,我们找到了一个适合新建前哨站的建筑。前往 [DECEA3]{poi.name}[-] 并重置发电机。清除你发现的所有敌人。
quest_tier3_restore_power_offer,我们的社区报告了一个包含重要资源的大型结构。前往 [DECEA3]{poi.name}[-] 并重置发电机。清除你发现的所有敌人。
